MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;val_mse;val_rmse;val_nrmse;val_mae;val_wape;loss;val_loss
DC_CNN_LSTM_Model31;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32], 64, 1, 0];24;168;256;50;490448.389176613;700.3202047468094;0.07674741969828049;355.4492575757831;0.2777268820719222;536485.835234307;732.4519337364787;0.0812932223902862;379.69290393404754;0.26301158678545083;[0.12167435139417648, 0.06201014295220375, 0.054403144866228104, 0.05161985754966736, 0.04852943494915962, 0.04659772291779518, 0.045015208423137665, 0.04419849440455437, 0.0432882085442543, 0.04311210662126541, 0.042177774012088776, 0.04174523055553436, 0.04148276895284653, 0.041280750185251236, 0.04113858938217163, 0.0406780019402504, 0.040347982197999954, 0.04027831181883812, 0.040091440081596375, 0.040151771157979965, 0.039816953241825104, 0.039567071944475174, 0.039740778505802155, 0.03928397223353386, 0.03898867964744568, 0.039002105593681335, 0.03900640457868576, 0.03874395787715912, 0.03873475268483162, 0.038777906447649, 0.03855932503938675, 0.038407523185014725, 0.038140956312417984, 0.03835741803050041, 0.03810105845332146, 0.038157232105731964, 0.03786475956439972, 0.03771928697824478, 0.03748760372400284, 0.03754659369587898, 0.037374041974544525, 0.03714907169342041, 0.03720321133732796, 0.03694004938006401, 0.036808088421821594, 0.03661131486296654, 0.03635647892951965, 0.03634414076805115, 0.03634648770093918, 0.03614550083875656];[0.08816739916801453, 0.0654272735118866, 0.05481733754277229, 0.05724439024925232, 0.05480469390749931, 0.052992112934589386, 0.048839107155799866, 0.04704558476805687, 0.04840144142508507, 0.05028083175420761, 0.04919835180044174, 0.04728477820754051, 0.04893887788057327, 0.045605968683958054, 0.04929972067475319, 0.04728870093822479, 0.04543836787343025, 0.04498494416475296, 0.04658494517207146, 0.047577884048223495, 0.046226706355810165, 0.04463937506079674, 0.046708445996046066, 0.04476793482899666, 0.04444974660873413, 0.04739820584654808, 0.04845748469233513, 0.044327277690172195, 0.0460994690656662, 0.04502531886100769, 0.04463769495487213, 0.045605726540088654, 0.04404287040233612, 0.05082966759800911, 0.04547912999987602, 0.04835883155465126, 0.04699135944247246, 0.04664104804396629, 0.048493869602680206, 0.04752306267619133, 0.04887803643941879, 0.04731706529855728, 0.05025232210755348, 0.04718347638845444, 0.05076891928911209, 0.04883204400539398, 0.04998575523495674, 0.05087897181510925, 0.0487745925784111, 0.04992489889264107]
DC_CNN_LSTM_Model32;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32], 128, 1, 0];24;168;256;50;494499.44673474075;703.2065462826272;0.07706373109946599;361.61968900485044;0.28254808972761153;514584.6885009098;717.345585126799;0.07961660212284118;378.9187392240191;0.262475326332047;[0.11959225684404373, 0.06164926663041115, 0.054715290665626526, 0.05085591599345207, 0.04867149516940117, 0.04683909937739372, 0.045444440096616745, 0.04415370151400566, 0.04335075616836548, 0.04299018159508705, 0.04217149689793587, 0.042065635323524475, 0.04137609899044037, 0.04109053313732147, 0.04080731421709061, 0.04036654531955719, 0.04040756821632385, 0.039774924516677856, 0.03973156586289406, 0.039454422891139984, 0.039136435836553574, 0.03880894556641579, 0.0383136011660099, 0.03824594244360924, 0.03762460872530937, 0.03788961097598076, 0.03754614666104317, 0.03743762522935867, 0.037232544273138046, 0.03682428598403931, 0.0365048386156559, 0.03626476228237152, 0.03623417392373085, 0.03561863303184509, 0.0352984294295311, 0.03505219146609306, 0.03501514717936516, 0.03458581492304802, 0.03460218384861946, 0.034067973494529724, 0.03334317356348038, 0.033246975392103195, 0.033024296164512634, 0.03252984210848808, 0.031952664256095886, 0.03169173747301102, 0.03126305714249611, 0.03073599562048912, 0.030458182096481323, 0.030090684071183205];[0.08231296390295029, 0.06537725031375885, 0.059180084615945816, 0.05560130253434181, 0.05455930531024933, 0.05142860859632492, 0.05072859302163124, 0.04758288711309433, 0.04922192916274071, 0.049220338463783264, 0.04705622047185898, 0.047575946897268295, 0.04811268299818039, 0.049778737127780914, 0.04585975408554077, 0.04875658079981804, 0.046586815267801285, 0.04536333307623863, 0.04416684806346893, 0.04749242588877678, 0.04655787721276283, 0.04613287374377251, 0.04559207335114479, 0.0497560128569603, 0.04803821071982384, 0.0471591055393219, 0.045566365122795105, 0.045800402760505676, 0.04607577621936798, 0.050974003970623016, 0.04796912521123886, 0.04807594045996666, 0.05006278678774834, 0.04966537654399872, 0.04757930710911751, 0.04918598383665085, 0.04963767156004906, 0.04915602132678032, 0.04820024594664574, 0.04928307235240936, 0.04914608225226402, 0.04969208315014839, 0.05102759972214699, 0.048687104135751724, 0.05205955728888512, 0.049776505678892136, 0.04976782575249672, 0.05186232551932335, 0.051270224153995514, 0.05104316025972366]
DC_CNN_LSTM_Model33;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32, 64], 32, 1, 0];24;168;256;50;493085.08595204237;702.200175129601;0.0769534438498193;356.4735704398912;0.2785272191438156;514724.35215394734;717.4429260602876;0.07962740577805634;372.84220244871733;0.2582661363185569;[0.12756653130054474, 0.06317967921495438, 0.05452754721045494, 0.051104314625263214, 0.048578131943941116, 0.04681042209267616, 0.04541793465614319, 0.0442812405526638, 0.043471306562423706, 0.04308429732918739, 0.042170826345682144, 0.04218171164393425, 0.04155701398849487, 0.041117455810308456, 0.041072990745306015, 0.04062722250819206, 0.040475357323884964, 0.04034518077969551, 0.03998896852135658, 0.03997791185975075, 0.03953823819756508, 0.03951026871800423, 0.039307281374931335, 0.03934408351778984, 0.039383187890052795, 0.03932041674852371, 0.03894233703613281, 0.038919124752283096, 0.03885837644338608, 0.03886758163571358, 0.03871256485581398, 0.03852711245417595, 0.03832238167524338, 0.03851667791604996, 0.03847814351320267, 0.038398850709199905, 0.03831542655825615, 0.038191065192222595, 0.038187116384506226, 0.03810548037290573, 0.0380558967590332, 0.037779949605464935, 0.03764577582478523, 0.03774315118789673, 0.037709273397922516, 0.037509266287088394, 0.03766021132469177, 0.037545088678598404, 0.03755977749824524, 0.03733295202255249];[0.08244937658309937, 0.060673877596855164, 0.055414218455553055, 0.05293579027056694, 0.05176921188831329, 0.0562552846968174, 0.05158715695142746, 0.04944062605500221, 0.05000149831175804, 0.04925553873181343, 0.047289542853832245, 0.0477847196161747, 0.045741304755210876, 0.04592641815543175, 0.04705033078789711, 0.0479278527200222, 0.04676687344908714, 0.04743855446577072, 0.04577801004052162, 0.044610027223825455, 0.04543542489409447, 0.04495714604854584, 0.04543464630842209, 0.04483167454600334, 0.045161910355091095, 0.04501835256814957, 0.043669864535331726, 0.044020477682352066, 0.045627743005752563, 0.0450420044362545, 0.04505278542637825, 0.046829771250486374, 0.04777584597468376, 0.046061307191848755, 0.04863176494836807, 0.04593072459101677, 0.04491812363266945, 0.047139041125774384, 0.04519305005669594, 0.044820211827754974, 0.046051520854234695, 0.04560885950922966, 0.047471463680267334, 0.046616971492767334, 0.04612729325890541, 0.04631814360618591, 0.04654225334525108, 0.04794232174754143, 0.04773573577404022, 0.04870911315083504]
DC_CNN_LSTM_Model34;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32, 64], 64, 1, 0];24;168;256;50;499438.70613166754;706.7097750361654;0.07744764657930579;357.52990661398087;0.27935257732306895;520734.5263497847;721.6193777538022;0.08009094092717005;375.20113462882966;0.25990015815405154;[0.124628446996212, 0.060471583157777786, 0.05346844717860222, 0.050124701112508774, 0.047667715698480606, 0.04575897008180618, 0.044464826583862305, 0.043440740555524826, 0.04236927628517151, 0.04206300526857376, 0.04173974692821503, 0.04112663492560387, 0.040954072028398514, 0.040493037551641464, 0.04025489091873169, 0.0398644357919693, 0.039999622851610184, 0.03960132598876953, 0.03951428085565567, 0.039233505725860596, 0.039191246032714844, 0.038822904229164124, 0.038791555911302567, 0.03882225975394249, 0.038615141063928604, 0.03864898532629013, 0.0385257825255394, 0.038558606058359146, 0.03828071057796478, 0.03822139650583267, 0.03806238994002342, 0.038051802664995193, 0.0378163643181324, 0.03772766515612602, 0.03797449544072151, 0.037464313209056854, 0.03755345568060875, 0.03771844878792763, 0.03727160766720772, 0.03707404434680939, 0.03713895380496979, 0.03694535419344902, 0.03714444115757942, 0.03715170919895172, 0.03692419081926346, 0.0367375873029232, 0.0366988442838192, 0.03681633248925209, 0.03649308159947395, 0.03652577847242355];[0.07971630245447159, 0.059725210070610046, 0.05938611924648285, 0.05222813040018082, 0.050585318356752396, 0.05219801142811775, 0.051040634512901306, 0.052434854209423065, 0.0501878596842289, 0.04738037288188934, 0.045609574764966965, 0.04602711275219917, 0.04720623418688774, 0.04674685001373291, 0.045911774039268494, 0.045954588800668716, 0.04866119846701622, 0.04482105001807213, 0.04663863405585289, 0.04484013840556145, 0.04897770658135414, 0.045805081725120544, 0.04412928223609924, 0.046195223927497864, 0.04826858639717102, 0.046493519097566605, 0.04510573670268059, 0.050246816128492355, 0.04505274444818497, 0.04423932358622551, 0.04354000836610794, 0.04802494868636131, 0.04929143190383911, 0.043652404099702835, 0.048174697905778885, 0.04531310126185417, 0.04532957449555397, 0.04689878970384598, 0.045761432498693466, 0.04482433572411537, 0.04581451416015625, 0.043960556387901306, 0.045036956667900085, 0.0458352230489254, 0.044422589242458344, 0.044730834662914276, 0.047940921038389206, 0.04449041932821274, 0.04548713192343712, 0.04465838521718979]
DC_CNN_LSTM_Model35;[(168, 6), 24, 128, 3, 4, [1, 2, 4, 8, 16, 32, 64], 128, 1, 0];24;168;256;50;510678.9208355115;714.6180244266943;0.07831430404676103;360.5925431874334;0.2817455391547112;536045.5901930649;732.1513437760426;0.08125986057447754;378.3517292455829;0.2620825610403954;[0.12587818503379822, 0.0611741878092289, 0.05442076176404953, 0.05099467560648918, 0.048491109162569046, 0.04688519984483719, 0.044698115438222885, 0.04355848208069801, 0.042631302028894424, 0.04206879436969757, 0.04140613228082657, 0.04085933789610863, 0.04051467031240463, 0.04027307778596878, 0.04017462953925133, 0.0395163930952549, 0.03961021453142166, 0.03964593634009361, 0.03881116211414337, 0.03878466784954071, 0.03851768374443054, 0.03810441866517067, 0.03798672929406166, 0.037781283259391785, 0.03782925382256508, 0.03782841935753822, 0.0372307188808918, 0.03715312108397484, 0.036952774971723557, 0.036409273743629456, 0.036452844738960266, 0.03614652901887894, 0.03567718714475632, 0.0356149859726429, 0.03530087694525719, 0.03506932407617569, 0.03467356041073799, 0.03422081470489502, 0.03377317264676094, 0.03315487504005432, 0.03304997831583023, 0.03279736265540123, 0.032328493893146515, 0.031756944954395294, 0.03163767606019974, 0.0309964120388031, 0.030285321176052094, 0.02986847423017025, 0.02978484146296978, 0.029189547523856163];[0.08226730674505234, 0.05936384201049805, 0.05865154787898064, 0.05807528272271156, 0.050638459622859955, 0.05373859032988548, 0.05009173974394798, 0.05094623565673828, 0.04764117673039436, 0.04627405107021332, 0.05044642463326454, 0.047950729727745056, 0.048440344631671906, 0.045131128281354904, 0.05070825666189194, 0.04387117177248001, 0.04817157983779907, 0.046486273407936096, 0.04386297985911369, 0.044810950756073, 0.047686297446489334, 0.04830603674054146, 0.04542263224720955, 0.04585139453411102, 0.04695191606879234, 0.04923957213759422, 0.04708154499530792, 0.04905633628368378, 0.04943190887570381, 0.0490446463227272, 0.04859497398138046, 0.0509074442088604, 0.04997448995709419, 0.05124133452773094, 0.04989679530262947, 0.050119511783123016, 0.0541006363928318, 0.053044117987155914, 0.051805004477500916, 0.05162721127271652, 0.04969268664717674, 0.05019908398389816, 0.04888477921485901, 0.05241144448518753, 0.05325188487768173, 0.052584100514650345, 0.05310608074069023, 0.05146666616201401, 0.05363591015338898, 0.0541231669485569]
DC_CNN_LSTM_Model36;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16], 32, 1, 0];24;168;256;50;495111.8112763125;703.6418203008634;0.07711143236173845;353.6385681782757;0.2763121172073108;527312.4157706803;726.1628025248059;0.08059520560763661;376.22062436471697;0.2606063541623756;[0.1189170554280281, 0.060907136648893356, 0.05380944907665253, 0.050396427512168884, 0.048191189765930176, 0.04652458429336548, 0.04507944732904434, 0.04443708434700966, 0.04342729225754738, 0.043087854981422424, 0.042292505502700806, 0.04220275953412056, 0.04142886772751808, 0.04156947508454323, 0.04095599427819252, 0.04074157774448395, 0.040610481053590775, 0.040465228259563446, 0.040215328335762024, 0.04020313173532486, 0.03986732289195061, 0.03992880880832672, 0.03982262685894966, 0.03979523107409477, 0.03949558734893799, 0.03931162878870964, 0.03942171111702919, 0.039260558784008026, 0.039076272398233414, 0.03906184434890747, 0.03923214599490166, 0.03909646347165108, 0.03879007697105408, 0.03863094374537468, 0.03858136013150215, 0.038702111691236496, 0.03836433216929436, 0.03847576677799225, 0.03847816213965416, 0.038384221494197845, 0.03838995471596718, 0.03826011344790459, 0.037983350455760956, 0.03792900964617729, 0.03803199157118797, 0.03790079802274704, 0.03785675764083862, 0.03771553188562393, 0.03795852139592171, 0.037543125450611115];[0.08340875804424286, 0.06358064711093903, 0.05520792677998543, 0.058149948716163635, 0.05281464755535126, 0.05176587402820587, 0.04884595423936844, 0.0541427917778492, 0.05000383406877518, 0.04823203384876251, 0.046889547258615494, 0.047508422285318375, 0.046946000307798386, 0.04610244557261467, 0.045922160148620605, 0.04868903011083603, 0.0472680926322937, 0.04597347602248192, 0.04542339965701103, 0.04666811600327492, 0.0478820838034153, 0.046543579548597336, 0.04504413157701492, 0.047009240835905075, 0.046640969812870026, 0.045101627707481384, 0.044756725430488586, 0.04472086951136589, 0.04531203955411911, 0.04398107901215553, 0.04902932047843933, 0.04552703723311424, 0.045711908489465714, 0.044458646327257156, 0.047514840960502625, 0.047628551721572876, 0.04677284508943558, 0.047779228538274765, 0.04580776393413544, 0.04622560739517212, 0.047652874141931534, 0.048663049936294556, 0.04520003870129585, 0.04925639182329178, 0.04781724140048027, 0.05254843458533287, 0.04748510196805, 0.048182252794504166, 0.04776554927229881, 0.05061568319797516]
DC_CNN_LSTM_Model37;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16], 64, 1, 0];24;168;256;50;521968.9744368085;722.4742033019646;0.07917525515637969;362.3578847100985;0.28312487189048813;567894.0987258626;753.5874857810887;0.08363901063053149;389.2329747132969;0.26961995140775025;[0.12032943964004517, 0.06151307001709938, 0.05409807339310646, 0.050194546580314636, 0.04755458980798721, 0.04617121443152428, 0.04486415907740593, 0.0438060499727726, 0.043122876435518265, 0.04241549223661423, 0.04214116930961609, 0.041594699025154114, 0.041063595563173294, 0.04080472141504288, 0.04048563167452812, 0.04031151160597801, 0.04008479788899422, 0.03973277658224106, 0.03958956152200699, 0.039204828441143036, 0.03915710002183914, 0.03906065225601196, 0.03873704746365547, 0.03890394791960716, 0.03867648169398308, 0.0385628305375576, 0.038411471992731094, 0.03820888325572014, 0.037972304970026016, 0.037852026522159576, 0.03796650096774101, 0.03769252076745033, 0.0376511849462986, 0.03728089481592178, 0.03716832026839256, 0.03713836148381233, 0.03697696700692177, 0.036563172936439514, 0.036797404289245605, 0.0365474596619606, 0.03637447580695152, 0.03620687499642372, 0.036210350692272186, 0.03616175800561905, 0.03579454496502876, 0.035796064883470535, 0.035567957907915115, 0.035384390503168106, 0.035078827291727066, 0.034993551671504974];[0.08171499520540237, 0.06408461928367615, 0.06078028306365013, 0.053933143615722656, 0.05309336632490158, 0.05186834931373596, 0.04965348541736603, 0.0504838302731514, 0.05088284611701965, 0.04697120189666748, 0.0462254174053669, 0.04654014855623245, 0.04608529433608055, 0.04639415815472603, 0.049638912081718445, 0.04549784958362579, 0.045925360172986984, 0.0458197258412838, 0.04536200314760208, 0.04619408771395683, 0.04711391404271126, 0.04690179601311684, 0.046419013291597366, 0.045427486300468445, 0.04822772368788719, 0.04643133655190468, 0.04803508147597313, 0.04826952517032623, 0.04719704017043114, 0.049632392823696136, 0.045353665947914124, 0.04775015637278557, 0.048829395323991776, 0.04923692345619202, 0.049541570246219635, 0.049273379147052765, 0.052095141261816025, 0.049093738198280334, 0.05021895840764046, 0.04970089718699455, 0.05332885682582855, 0.04885714501142502, 0.05065569281578064, 0.05083315819501877, 0.05155051127076149, 0.04984765872359276, 0.04934591427445412, 0.05204508826136589, 0.05398698151111603, 0.05338643491268158]
DC_CNN_LSTM_Model38;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16], 128, 1, 0];24;168;256;50;529695.6775836416;727.8019494228093;0.07975911774496541;367.0991236674439;0.2868293936603802;559334.5949203969;747.8867527376033;0.08300629886099925;385.84351677300964;0.2672720889589636;[0.11383168399333954, 0.060461558401584625, 0.054132964462041855, 0.050675902515649796, 0.04807734116911888, 0.04618581011891365, 0.04501925781369209, 0.043915051966905594, 0.04304463416337967, 0.04237044230103493, 0.04167190194129944, 0.041229937225580215, 0.040797170251607895, 0.0402694009244442, 0.039921555668115616, 0.03952290117740631, 0.03931139409542084, 0.039052944630384445, 0.039020173251628876, 0.03872665390372276, 0.038463346660137177, 0.038232576102018356, 0.03809897601604462, 0.0379478819668293, 0.03768834099173546, 0.037679240107536316, 0.03717442601919174, 0.036731429398059845, 0.0367930568754673, 0.03618497774004936, 0.036050017923116684, 0.03556540980935097, 0.03497110307216644, 0.03474403917789459, 0.03455927222967148, 0.03371741622686386, 0.03392036259174347, 0.03297142684459686, 0.032786693423986435, 0.03224651888012886, 0.03188847005367279, 0.03145317733287811, 0.030904429033398628, 0.03059944324195385, 0.030093809589743614, 0.029799358919262886, 0.02937355451285839, 0.029083555564284325, 0.028862593695521355, 0.028227612376213074];[0.07790897786617279, 0.05986711010336876, 0.057019539177417755, 0.05871252343058586, 0.05325241759419441, 0.05232975259423256, 0.05025561526417732, 0.048300616443157196, 0.04802827909588814, 0.04947935789823532, 0.0489027202129364, 0.04555917903780937, 0.04692442715167999, 0.04955347999930382, 0.048228856176137924, 0.046842921525239944, 0.047930020838975906, 0.04493442922830582, 0.048154618591070175, 0.04646839573979378, 0.04484212026000023, 0.04589925706386566, 0.046131305396556854, 0.05241499841213226, 0.045881085097789764, 0.04736194387078285, 0.05165252834558487, 0.049721237272024155, 0.04880974069237709, 0.049291204661130905, 0.05034435912966728, 0.04807672277092934, 0.05199781805276871, 0.04890816658735275, 0.04979926720261574, 0.05244530364871025, 0.051443181931972504, 0.05350843816995621, 0.051062483340501785, 0.04958362132310867, 0.0539512112736702, 0.04991789907217026, 0.052039630711078644, 0.05083850398659706, 0.05059048533439636, 0.0525054894387722, 0.05154894292354584, 0.053009938448667526, 0.05030318722128868, 0.054134923964738846]
DC_CNN_LSTM_Model39;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16, 32], 32, 1, 0];24;168;256;50;472806.0817998773;687.6089599473506;0.07535440656957267;344.07965014349384;0.26884334790986747;493163.37963722786;702.2559217530514;0.0779418337128803;361.560515568377;0.2504513619646745;[0.12762226164340973, 0.061601877212524414, 0.052730973809957504, 0.049130480736494064, 0.04719160124659538, 0.045606594532728195, 0.04453539475798607, 0.044077374041080475, 0.04335160553455353, 0.042888134717941284, 0.04241356998682022, 0.04220786690711975, 0.04169078916311264, 0.041473113000392914, 0.04093274474143982, 0.040788695216178894, 0.040597252547740936, 0.04022999480366707, 0.04035075008869171, 0.040377065539360046, 0.040023863315582275, 0.039919767528772354, 0.039768025279045105, 0.03984257951378822, 0.03980666399002075, 0.03969748318195343, 0.039590440690517426, 0.03944810852408409, 0.03935999050736427, 0.039461638778448105, 0.03936455026268959, 0.03926438093185425, 0.039173275232315063, 0.03925752267241478, 0.03911469131708145, 0.038902174681425095, 0.03902403637766838, 0.0388747937977314, 0.03899145871400833, 0.03878384828567505, 0.038934607058763504, 0.03878950700163841, 0.038651514798402786, 0.03864693641662598, 0.03846937045454979, 0.03867000713944435, 0.03845582157373428, 0.03848286718130112, 0.03865960240364075, 0.03835234045982361];[0.09126058220863342, 0.06447573006153107, 0.06273119896650314, 0.054465677589178085, 0.05184056609869003, 0.05140424892306328, 0.04981769248843193, 0.05101371556520462, 0.049347784370183945, 0.04960727319121361, 0.04969742149114609, 0.04939169064164162, 0.049444571137428284, 0.04728233441710472, 0.047051411122083664, 0.046850357204675674, 0.04813370108604431, 0.04820164293050766, 0.04525875300168991, 0.04500000551342964, 0.04644922539591789, 0.04677789285778999, 0.04532376304268837, 0.04533118009567261, 0.044195495545864105, 0.045959580689668655, 0.04639356583356857, 0.04686705768108368, 0.04472959414124489, 0.045434970408678055, 0.044458623975515366, 0.04658154025673866, 0.04286424443125725, 0.04474915191531181, 0.04502938315272331, 0.042879700660705566, 0.04657991603016853, 0.047397952526807785, 0.04560237005352974, 0.044331490993499756, 0.04330854490399361, 0.04509669169783592, 0.043299511075019836, 0.044431138783693314, 0.04257836565375328, 0.04427528381347656, 0.04471156746149063, 0.044289249926805496, 0.04512517526745796, 0.041947219520807266]
DC_CNN_LSTM_Model40;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16, 32], 64, 1, 0];24;168;256;50;488798.2478718872;699.1410786614438;0.07661820040125411;355.22156807830964;0.2775489790580149;517821.58595794084;719.5982114749459;0.07986661614594294;374.18104373079655;0.25919354572338127;[0.11876963824033737, 0.05924035981297493, 0.05330117419362068, 0.049683842808008194, 0.04759597033262253, 0.0456981286406517, 0.04428038001060486, 0.04361288249492645, 0.04277729243040085, 0.04209273308515549, 0.041598740965127945, 0.04162958264350891, 0.04120707884430885, 0.04079905524849892, 0.04087309539318085, 0.04030662029981613, 0.04028300568461418, 0.03993985801935196, 0.03979180008172989, 0.039483457803726196, 0.03958199918270111, 0.0393575020134449, 0.0392688550055027, 0.039080701768398285, 0.03925154730677605, 0.038728319108486176, 0.03894460201263428, 0.038481514900922775, 0.03865254297852516, 0.038740698248147964, 0.03818022087216377, 0.03844630345702171, 0.03816042095422745, 0.03829914703965187, 0.03813730925321579, 0.03800767660140991, 0.037706516683101654, 0.037962909787893295, 0.03789689391851425, 0.03774379566311836, 0.03749798238277435, 0.037598978728055954, 0.03739165887236595, 0.03730344399809837, 0.037212152034044266, 0.037170592695474625, 0.037173401564359665, 0.03701368719339371, 0.036829352378845215, 0.036445971578359604];[0.07323937863111496, 0.060526277869939804, 0.055215269327163696, 0.055899687111377716, 0.05247650295495987, 0.05330049991607666, 0.050118450075387955, 0.05103283375501633, 0.052567023783922195, 0.04917442426085472, 0.04652303457260132, 0.04565858840942383, 0.04729324206709862, 0.050620436668395996, 0.0489872582256794, 0.04526474326848984, 0.04713838919997215, 0.047757044434547424, 0.04781381040811539, 0.046341124922037125, 0.04339221492409706, 0.045422494411468506, 0.04599293693900108, 0.04614998772740364, 0.04613605514168739, 0.045594267547130585, 0.04352843761444092, 0.04640704765915871, 0.046643272042274475, 0.04480234906077385, 0.04557586461305618, 0.044636718928813934, 0.045365795493125916, 0.04600815102458, 0.04638472571969032, 0.04518193006515503, 0.046416621655225754, 0.044663164764642715, 0.04444796219468117, 0.044425226747989655, 0.04599320888519287, 0.04538583382964134, 0.04450424760580063, 0.045352499932050705, 0.047447193413972855, 0.046714022755622864, 0.04451526328921318, 0.049378905445337296, 0.048496827483177185, 0.04708876088261604]
DC_CNN_LSTM_Model41;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16, 32], 128, 1, 0];24;168;256;50;567222.6993433785;753.1418852668988;0.08253609701555056;376.4465576468283;0.29413292191128415;580454.2999059502;761.8755147043054;0.08455888065530581;390.3105764932848;0.27036640137070944;[0.12073902785778046, 0.06084464490413666, 0.054248761385679245, 0.05089527741074562, 0.04866376891732216, 0.04653870686888695, 0.04515307396650314, 0.043684378266334534, 0.04272913932800293, 0.04229683429002762, 0.041376255452632904, 0.04104030504822731, 0.04078717157244682, 0.040421124547719955, 0.04005255550146103, 0.03970431908965111, 0.03946344554424286, 0.03925911337137222, 0.03901144862174988, 0.03870823606848717, 0.03871488571166992, 0.03832131251692772, 0.03839217498898506, 0.038042329251766205, 0.03782597556710243, 0.037701528519392014, 0.037162091583013535, 0.036805279552936554, 0.03691490367054939, 0.036062873899936676, 0.036006227135658264, 0.03570924699306488, 0.035548679530620575, 0.035063158720731735, 0.03437003120779991, 0.034315161406993866, 0.0342123843729496, 0.03373492881655693, 0.03344107046723366, 0.03279217705130577, 0.032173413783311844, 0.03203701227903366, 0.031673505902290344, 0.031351495534181595, 0.030974669381976128, 0.030330650508403778, 0.02988913096487522, 0.02966209501028061, 0.02932817116379738, 0.0289139486849308];[0.08457492291927338, 0.06601324677467346, 0.059007950127124786, 0.05501054599881172, 0.05338749662041664, 0.05471054092049599, 0.05161725729703903, 0.04882148653268814, 0.048784174025058746, 0.04747622832655907, 0.04948018491268158, 0.047523435205221176, 0.05004752054810524, 0.047935426235198975, 0.046674132347106934, 0.04719888046383858, 0.04609255492687225, 0.04923730343580246, 0.046869225800037384, 0.04706311598420143, 0.04778279736638069, 0.04542148858308792, 0.04659949243068695, 0.045786406844854355, 0.04664572328329086, 0.05048990622162819, 0.04738834127783775, 0.04796171560883522, 0.047569356858730316, 0.04855804145336151, 0.046716950833797455, 0.04913761466741562, 0.046210385859012604, 0.05002440884709358, 0.04901626706123352, 0.04832293838262558, 0.045179322361946106, 0.050391439348459244, 0.05008172616362572, 0.049156758934259415, 0.05103713274002075, 0.05081550404429436, 0.050375740975141525, 0.04874509200453758, 0.048074085265398026, 0.05104916915297508, 0.05057802051305771, 0.05019774287939072, 0.050486184656620026, 0.0491955429315567]
DC_CNN_LSTM_Model42;[(168, 6), 24, 128, 4, 3, [1, 2, 4, 8, 16, 32, 64], 32, 1, 0];24;168;256;50;503491.85956184054;709.5716028434625;0.07776127154448904;359.1717540074689;0.28063541910065837;537813.4683423741;733.3576674054578;0.08139374776975115;379.8444924311096;0.26311659146354094;[0.12785010039806366, 0.06406410783529282, 0.05581565946340561, 0.05209806188941002, 0.04956641420722008, 0.048060573637485504, 0.04658462479710579, 0.04539058357477188, 0.04446650296449661, 0.04348426312208176, 0.043076131492853165, 0.04243674874305725, 0.04210790619254112, 0.04161088168621063, 0.04135569930076599, 0.04127497598528862, 0.04090675711631775, 0.04085790365934372, 0.04067302122712135, 0.04043443500995636, 0.04047442227602005, 0.040188487619161606, 0.04014723375439644, 0.03994802385568619, 0.039991650730371475, 0.03955201432108879, 0.03965713083744049, 0.039545703679323196, 0.03929777070879936, 0.03937368839979172, 0.039194464683532715, 0.03896402195096016, 0.039058100432157516, 0.038761649280786514, 0.03878118470311165, 0.038670267909765244, 0.038600899279117584, 0.038599252700805664, 0.0386759415268898, 0.03852849453687668, 0.03834422677755356, 0.03839459642767906, 0.03821080923080444, 0.03835003450512886, 0.0380883552134037, 0.03814905881881714, 0.038366593420505524, 0.03776872530579567, 0.03784544765949249, 0.03788880631327629];[0.08424089103937149, 0.060806550085544586, 0.05738469585776329, 0.05743846669793129, 0.051242612302303314, 0.05258824676275253, 0.05343103036284447, 0.049689337611198425, 0.0504332073032856, 0.04904734715819359, 0.05174620822072029, 0.05449433997273445, 0.05056648328900337, 0.053892556577920914, 0.05117786303162575, 0.04978926107287407, 0.04822000116109848, 0.047242309898138046, 0.050425153225660324, 0.04679405689239502, 0.04708025977015495, 0.04701080173254013, 0.04702115058898926, 0.04696236923336983, 0.046072818338871, 0.04606904461979866, 0.047796279191970825, 0.04627464339137077, 0.045456722378730774, 0.04673520103096962, 0.047281503677368164, 0.04974304512143135, 0.046374302357435226, 0.04543503746390343, 0.047149352729320526, 0.04613819345831871, 0.04788060486316681, 0.04778565093874931, 0.0465814471244812, 0.04756529629230499, 0.04572172090411186, 0.04551367834210396, 0.04580770060420036, 0.04676077142357826, 0.0481845922768116, 0.04586030915379524, 0.044930435717105865, 0.04420628026127815, 0.045203693211078644, 0.04534890502691269]
